,review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
1387341,R9HW1Z8XWLPX2,5,36,38,N,N
1387389,RMXS8RLYRWRNA,5,37,43,N,Y
1387416,R1959JD2Y528O1,3,62,66,N,N
1387420,RZZ68S8Q4UT21,5,24,24,N,N
1387428,R1XKR2SL55NZRN,3,7,22,N,Y
1387455,R3JJL958XZO8TF,1,13,260,N,Y
1387491,RXIM3IXW8R3M9,1,38,41,N,N
1387496,RVKXYRUD4441N,3,64,68,N,N
1387498,R306GIJO958DBN,2,16,20,N,Y
1387542,R7NGB3JXPHQ7D,4,19,21,N,N
1387584,R73364OXI8GYH,4,102,115,N,N
1387592,RKOU5FEMEPUET,3,33,36,N,N
1387606,R37S7P1IJ45AHV,5,17,24,N,Y
1387608,R3E9O2RPRQ48B2,5,5,38,N,N
1387617,R2QGHB81GVKJ3B,5,4,28,N,N
1387634,R39F4TI18S4148,5,353,403,N,N
1387642,R1MRPVM6KEM4E,3,77,83,N,N
1387660,R32Y15ZAEKCCPP,1,25,35,N,N
1387667,R1XJ3HTTLHD8VG,4,23,27,N,Y
1387710,R108V8D5ZA0V0F,5,55,59,N,N
1387721,RUHM39UOZJF9X,3,23,25,N,N
1387737,R2L1VB0LCFBCEQ,5,4,35,N,Y
1387746,RBQGY81YHPF5Z,1,18,82,N,N
1387762,R12051SOG7G6GL,4,35,41,N,Y
1387769,R1A0VMLSIKK278,5,28,37,N,Y
1387783,R2MUBPJANF6OYK,5,21,25,N,Y
1387787,R1HLJ1KQIPV45I,1,11,65,N,N
1387799,R1AT8LUIMTYDXT,1,17,56,N,N
1387813,R2NSMOMPPHSJH,5,21,23,N,N
1387816,R2SBI6P9U1YP6C,5,74,77,N,N
1387834,R3EXGRWHG37PPT,3,0,32,N,Y
1387840,R2DONQ0U2UY2ZT,3,21,31,N,Y
1387861,R1FH5HYD5LZJRG,4,393,404,N,N
1387867,R5D3K40ECHJR5,5,26,29,N,N
1387902,R114MV56LRC4MF,5,9,50,N,N
1387958,R1VBE1OYWCK92V,2,50,81,N,N
1387966,RG8AW26HI0T9X,1,8,42,N,N
1388006,R83EY2I15XUJX,4,70,83,N,Y
1388014,R2HCH30M3LR95K,4,27,27,N,N
1388025,R219FVGR67FQBW,1,0,59,N,Y
1388031,R12XJJB57W4F0X,5,29,34,N,N
1388037,RUP4EARJQKMQ5,1,16,59,N,N
1388038,R25KX6BQBG3VD7,5,11,53,N,N
1388071,RQ0J44QJREZI9,5,27,30,N,N
1388077,R3EEGDJW4DYJQW,1,23,24,N,N
1388086,R1PUMDFPIM4R3N,1,26,68,N,N
1388095,R2UJFPOGYUV270,4,22,24,N,Y
1388097,R28V4BFV6S86OZ,4,2,20,N,N
1388099,R30QR7B8GRDJQG,5,11,55,N,N
1388103,R1SDHDL9FOKXTO,1,10,28,N,N
1388119,R21RPQ82TXGZLX,4,2,21,N,N
1388125,R3EFCJJOJKB673,5,33,34,N,Y
1388136,R1S1T9RXXOLO6V,5,22,24,N,N
1388153,R251W32FMZDW6Y,2,2,23,N,N
1388167,R1LE4QZWUCPKK1,1,17,112,N,N
1388170,R377ZCVF0V1GHP,1,18,20,N,N
1388172,R39SVKYPJAOJV,4,31,31,N,N
1388173,R14XX65321WHOM,1,17,21,N,N
1388181,RLVONQ1QJ8MPD,1,10,45,N,N
1388182,RBJDCX7KS8MU6,5,26,33,N,Y
1388189,R2W6XO6FDOQKZP,5,99,102,N,Y
1388211,R2LSVIRIXA7RMU,1,22,24,N,Y
1388214,R21RL4VMJH17GR,1,20,22,N,N
1388215,R2Y6X5GLPF9W2G,4,12,42,N,Y
1388217,R2E4B2JYM19KAZ,1,76,80,N,N
1388230,RD2K0N8PMWJKB,5,10,23,N,N
1388233,R3UFGXC5GXKY8X,1,23,28,N,N
1388237,R1Z1AZ9K5EA1EO,1,12,44,N,Y
1388242,R1JWMG3BS7P1WS,3,118,155,N,N
1388246,R1CBZHK7EQJJ3E,5,19,23,N,Y
1388252,R9F1IWFS627A0,1,28,38,N,N
1388255,R2W12UA575EIE8,5,39,39,N,N
1388264,RST1M1EPUIR8V,3,33,37,N,N
1388285,R14CFRYAL1T0F0,1,50,53,N,Y
1388294,RQSSZXV1PQT30,1,17,20,N,N
1388296,RPA35UC1HGCL7,1,20,23,N,N
1388300,R1OVOROX8WU9YQ,5,29,43,N,N
1388315,R22QI7HVVLL51Z,1,21,23,N,N
1388327,R3PHLVVBLHPPYZ,4,19,26,N,Y
1388336,R204X08AHV03SV,1,23,25,N,N
1388337,R2TS9056KF0OP2,1,43,59,N,N
1388347,R23X6S7F8Y7THQ,1,18,21,N,N
1388351,R3V1TI2LH1GOEE,1,23,25,N,N
1388356,R1BXK1ALY7TXS7,1,17,21,N,N
1388357,R2ATUPNS1NWWKR,2,38,59,N,N
1388363,R2AE43C35WPAZZ,5,9,45,N,N
1388381,R2JTGJC4UM8PSO,2,24,40,N,N
1388382,R1VSC57WFWNGG,1,31,34,N,N
1388404,RS26WJVY0EE9Q,3,14,23,N,N
1388409,R2UJORQ8DNE21L,5,16,69,N,Y
1388419,RLKS4VGPT8ERH,1,28,31,N,N
1388421,R16JP86Z3L6M86,5,20,80,N,N
1388431,R1QLDLC7S0LA8A,1,23,67,N,N
1388433,R1ZC7S285KI8EH,1,17,20,N,N
1388436,R2H9MLNLINYF99,5,22,23,N,Y
1388453,R11ZJI02D7LZAA,1,21,23,N,N
1388454,R2D2VJN8JOJ0KM,1,19,21,N,Y
1388464,R2BIH699DMG3PZ,1,10,56,N,N
1388479,R1HPWLF0B1J1SC,1,27,28,N,N
1388480,RVIK6QDMRI0B1,5,20,21,N,Y
1388481,R3HJ1NXMBH8MYD,1,21,23,N,N
1388494,R3QF4223ZAT194,1,15,55,N,N
1388502,RSERK6U9QQMAJ,1,4,29,N,N
1388508,R1RTSJHU5HPLNK,1,40,49,N,N
1388512,R2JY6DOE1A2AD9,5,10,22,N,Y
1388514,R3M358HEU6ZWJR,1,44,48,N,N
1388517,R2ZX8BC0A9GB2I,1,52,60,N,N
1388522,R24P5RD5MO0FFI,5,134,148,N,N
1388526,R22Y4U48EAE6WI,1,1016,1160,N,N
1388534,R378R07OCW9K4W,5,13,25,N,N
1388537,R2NNJJ318L4OCW,3,15,52,N,N
1388539,R39UGJ0BEPJXCQ,2,28,35,N,N
1388542,R199YLEN66OCBV,5,33,35,N,N
1388543,R3SGYBWKP3REVQ,1,98,113,N,N
1388546,R3TTMP83I0VZ5O,1,1133,1299,N,N
1388547,R2E4U7JZ49QLEH,1,39,42,N,N
1388553,R1P6VMBM8AL431,1,158,179,N,N
1388556,RM3SRSDKIRFL2,1,68,173,N,N
1388562,R1AKFWSTVCREQB,1,25,32,N,N
1388569,R2O3FSNO2KU3ME,1,1,22,N,N
1388570,R2C9Q84FOZZ40D,1,46,53,N,N
1388571,RWDXTK32C23MT,5,21,32,N,Y
1388583,R3G3258F2OIWEC,5,16,21,N,N
1388584,R8E6SJOZGLSPQ,1,17,20,N,Y
1388587,RN8FMYXUZKTNO,5,16,25,N,N
1388588,R37R04DTQCKR3W,1,39,56,N,N
1388590,R2A40HU49I1GX,1,114,129,N,Y
1388593,RQBDMXJBDVG7T,2,24,27,N,N
1388601,R35GB5DNJ88R20,1,27,42,N,N
1388602,R1P57BD65J1AFL,1,15,27,N,Y
1388604,R2FK64B6Y4HL75,5,68,79,N,Y
1388605,RRDRECJP7G90L,1,43,47,N,N
1388609,R1AX9NVRJT1XFL,5,22,34,N,N
1388610,R3V39XQ27LP41P,5,4,65,N,N
1388611,R2898PCQVTCII7,5,3,34,N,N
1388613,R16NYE5CNEWFSJ,5,17,27,N,N
1388620,R3E6DU166HW6DY,1,54,60,N,N
1388624,RAB6Y7CXXIWRD,1,10,56,N,N
1388625,R2XJ6DTR2JAPOW,2,65,72,N,N
1388626,R31H9TCHA0JMDP,1,50,58,N,N
1388627,R39ILHBS6U1X2I,5,141,149,N,N
1388629,R1ISM76OHO1D6E,1,52,64,N,N
1388632,R3D2H7JG0AV500,1,37,42,N,N
1388633,R1QARU7FH2C5ZC,1,21,23,N,N
1388636,RIA57UMXSS6EM,1,25,29,N,Y
1388643,R2CAQDR9BWP753,5,7,49,N,N
1388647,RS0UCHQJNW2KF,1,32,40,N,N
1388648,R1Q327XRGNHA19,1,22,25,N,N
1388652,R3RW7W85NV07TV,3,18,25,N,N
1388655,R3CQD8UUMBV3CF,1,33,37,N,N
1388656,R16IGDPP0V5DFR,5,21,33,N,Y
1388660,R1O4JCGWYBVR7V,1,127,147,N,N
1388661,R2DW7ZPYG316DO,2,31,74,N,Y
1388662,RX1KN6CQ4HH3W,5,0,26,N,Y
1388664,R2J2EM70LA6TPL,1,37,40,N,N
1388669,R1I9MXRUN9BTER,1,27,44,N,N
1388672,RFJSVWYN5RTLB,1,107,122,N,N
1388677,R24TUL8R9FH0QB,4,19,79,N,N
1388678,R35B5FZCVCWFU7,1,50,56,N,N
1388681,REKFJP1TSTKG8,5,22,30,N,N
1388683,R27ZW4WU3HJSMD,1,27,31,N,N
1388685,R15SYPDM4YFMUM,1,23,26,N,N
1388687,R1N448FLFUM62T,1,11,263,N,N
1388689,R1J852W0EOVRD6,1,536,612,N,Y
1388690,R3SKDEJQYQV3LW,1,19,22,N,N
1388701,RXPG62GH36F1R,2,28,31,N,N
1388705,R1JONZSL8CIRDE,5,5,80,N,N
1388713,R19K7G3TPM7XSB,5,18,77,N,N
1388714,R1RSWOQ47QBFM3,1,24,27,N,N
1388715,R1YM6I7FHUHQR4,1,26,35,N,N
1388724,R2JHAC3CSYEO8L,5,24,38,N,N
1388729,R2YBBM7CEDHUTP,3,14,21,N,N
1388730,R23SGPUI04PXMN,5,6,20,N,Y
1388731,R265OO436TRAVK,1,43,47,N,N
1388734,R2VYOGW8TYYVVG,1,6,101,N,N
1388735,R11IZZWBCG9XI3,1,56,65,N,N
1388736,ROADKTVSNNOHK,1,253,287,N,N
1388753,R3CXKS75C4JS6J,4,13,21,N,N
1388755,RXQQ2I1TI6LXR,1,63,70,N,N
1388761,R1XRWZMMFETM7G,2,23,27,N,Y
1388787,R2DZARMXK72680,1,4,36,N,N
1388791,RLT8U1KNUGZOI,5,312,316,N,N
1388793,R15ZW8TBVOQEXH,2,14,23,N,N
1388805,RH8XI0PGOUO9V,3,1,21,N,Y
1388806,R1H2EWZXTC485F,4,30,37,N,N
1388810,R1YVIQ1V256A27,3,41,44,N,Y
1388827,RAPCPG9X5TP6I,5,100,109,N,Y
1388835,R2IX87JV37OEG0,5,26,29,N,N
1388836,RKD84YTIJEV6R,3,24,26,N,Y
1388843,R1KUNTX1UKSJ6O,1,9,43,N,N
1388854,R91JLNNNUU1KV,1,18,29,N,N
1388860,RB30SAU1RHOE1,5,33,34,N,N
1388871,R2M16748VJACEK,1,29,96,N,N
1388884,R1NX4RPPSVU51K,1,51,68,N,N
1388921,R1COFOE9IGH3OO,4,101,103,N,N
1388923,R2NW2H2Z510IHR,5,22,23,N,N
1388935,R3IEXUALC1PKEQ,3,32,35,N,Y
1388959,RNL0RA4MXBO31,5,17,25,N,Y
1388993,R8N57OIDVFGSK,3,20,24,N,N
1388999,RSDYEC6SAAAPI,2,13,52,N,Y
1389008,RT31IHP9FSUVN,2,29,35,N,N
1389011,R21MQBUOMGQYX1,2,19,57,N,N
1389014,R2GA13OF6FBEM8,5,90,96,N,N
1389025,RNM307R4LU0DJ,4,54,55,N,Y
1389035,R3GU8V4ZTTIC3F,5,46,53,N,N
1389043,RQ6KIXL9MS5ES,4,29,32,N,Y
1389048,R1X1E9ZEHYRKZ5,4,20,21,N,N
1389052,R29JCE1VXZ0PA4,5,23,25,N,N
1389073,R2T671UHRVK9Y6,1,12,119,N,Y
1389083,R3CWCGMELXHK1O,2,7,20,N,N
1389086,R3LH43G9J1OCUI,1,4,57,N,N
1389090,R3PBDFEKDV5SVF,5,25,28,N,N
1389096,R27H3IOQ7FXQKU,3,26,26,N,N
1389110,R2064S2ILVPT1Q,1,14,22,N,N
1389116,R3E9CP29H8BY17,1,14,56,N,N
1389136,R26AAGFIKG8X1A,5,78,80,N,N
1389137,RCS0YEZAJF5PL,5,70,79,N,N
1389138,RE50M0GVEXLDX,3,47,66,N,Y
1389147,R1KLAE4V7I9FO1,5,34,39,N,N
1389153,RLHCEAFE0S2DA,5,20,20,N,N
1389159,R1JILZJZ9TJGMH,5,22,24,N,Y
1389168,RP6HIKBOG4HXM,2,41,43,N,N
1389170,R1ZWBA97O6WUZ7,5,42,43,N,Y
1389174,R237P4A8QROQE,5,71,78,N,N
1389175,R31L2XIMP3WHOK,4,47,48,N,N
1389186,R3OABEQRWJP2EX,3,21,22,N,Y
1389189,R1JFLZP1OEEUGZ,5,49,52,N,N
1389195,RK3D0BDGIQAM9,4,24,26,N,N
1389196,RLA882TJ1R2ZQ,5,24,29,N,Y
1389205,RPSYTYFPVDIE9,5,8,26,N,N
1389209,R1VFIW2TJ16IIH,3,549,552,N,N
1389213,R3P45N0PNUDYUT,5,22,22,N,N
1389221,RELUXNYROH30Q,5,43,49,N,N
1389224,R1NAIB7AIHK3DS,5,21,21,N,Y
1389228,R1353ELJ9IFQ5C,5,54,56,N,Y
1389233,R34U26013BM03X,1,7,23,N,Y
1389245,R3B3PNDZ44NM8B,3,11,28,N,Y
1389298,R15XNML39GSOVA,1,7,23,N,Y
1389306,R2TAYD606D7ZI5,3,29,31,N,Y
1389315,RPQVUWL3O3KJB,1,17,20,N,N
1389322,RU2OJEK6TSO0P,2,69,75,N,N
1389334,R2IKJSQM5FDFBJ,5,36,36,N,Y
1389345,RAFGYF05JR0EM,1,26,39,N,Y
1389366,R3LGOGCG1E8T09,4,53,63,N,Y
1389379,R6ULXXB9IYOR6,3,82,84,N,N
1389380,R32QGN2HTMM1LP,5,4,38,N,N
1389381,RGO1NYSKT339N,2,35,38,N,N
1389384,R17CDEN7M3SGF7,5,18,23,N,N
1389394,R22AACTYB3CZCE,5,129,131,N,Y
1389418,R1J11GXCTF3IZH,5,34,35,N,N
1389426,R3SB9XSN8OXHVD,3,25,36,N,Y
1389427,R6R1NHBHTXYX1,3,9,33,N,N
1389429,R1MLDT5KHZ3WRR,1,12,85,N,N
1389432,RIVC6YW2HT5I4,1,8,21,N,N
1389437,R1BB8D3NF1A9ZR,5,14,23,N,N
1389442,RYNCGRLJ2EHE,1,21,67,N,N
1389489,R2JZCEJJBWBDRT,5,19,33,N,N
1389493,R1BJOW0Y9CHJZS,4,60,61,N,N
1389512,R1IJDRBD7Q7NCI,4,24,29,N,N
1389538,R2WVQJQ6SCMAGQ,1,1,52,N,N
1389543,R1C5ZG3IKESHH6,5,187,189,N,Y
1389544,R3G7JBLD31ZTN6,5,33,36,N,Y
1389546,R3QMBK06FE7RQY,1,13,177,N,N
1389579,R1TBVVR9MT372N,3,7,30,N,N
1389593,R2TV5UICH2VZAA,3,6,47,N,Y
1389606,R3RPNPVRLCJFAP,1,8,66,N,Y
1389609,R1URD8LFOQBONO,1,17,20,N,N
1389619,R3W4AXZ9BCC5CA,5,17,21,N,Y
1389670,R2ZZB23XH07MDY,5,17,23,N,N
1389676,R1AG9DF9JI618K,3,23,41,N,N
1389684,RVICVRG58UFQP,4,443,471,N,N
1389689,R1KD9B6K9WYFYB,5,23,23,N,Y
1389704,R176P0V370UJRJ,4,37,43,N,N
1389705,R1K1AXMZK72KMP,3,23,26,N,Y
1389708,RBZTKN8XFS5KY,5,21,21,N,Y
1389720,R2ZRXHYUYM9OMK,5,124,127,N,N
1389732,R13KSUSU4E910L,4,18,20,N,Y
1389744,R3VE7OALKUI7VD,1,8,167,N,N
1389752,R36GEI46SZENT6,4,20,29,N,N
1389759,R1RH4Y0V917E0K,5,89,99,N,Y
1389762,R1264WUZEDI0GB,4,24,28,N,N
1389769,R1HKG3TR3EE05B,1,6,25,N,Y
1389775,R385JJ8MHFEI9Q,3,56,64,N,Y
1389776,R1ZBO9ZE0U0H65,4,163,165,N,Y
1389777,RHHPGY8RZ7YEJ,5,335,354,N,N
1389779,R3L68CRM956A0R,4,113,116,N,N
1389813,R2F3KFWBYPVD0S,1,7,35,N,N
1389816,R4047YZQCEVY5,1,16,80,N,N
1389819,R6E1E895Q0YS3,4,32,35,N,N
1389820,R2TIJ654FYJO6S,2,29,44,N,N
1389839,R3O2CYYYMIR1C0,2,6,28,N,N
1389863,R1SPRO3AD1D813,5,41,46,N,N
1389865,R1SIHN6WQTCPBR,5,39,46,N,N
1389868,R142TQBIDEEW5K,3,19,21,N,N
1389869,R28PXH08LGLG7E,5,25,30,N,N
1389870,R6QFO54WYXQ6E,4,33,39,N,N
1389896,R2XZ8YMMUEPNQ1,5,78,79,N,Y
1389898,RTADPJ2IOKJLS,5,381,433,N,N
1389899,R1VS8Y1CHMGYEG,5,457,525,N,N
1389902,R2CIAMYI9Y4G35,5,20,26,N,Y
1389907,R3PXDOMI8U1IMN,4,20,23,N,Y
1389923,R3PVY7HJ7LDW5T,3,137,169,N,Y
1389931,RF2RA3Y32OFR4,1,5,26,N,Y
1389940,R10CRMK0STLWR5,3,52,79,N,N
1389947,R2VU5OJ2DGKT5G,5,15,20,N,N
1389953,R2FYRSC95QSEH9,1,16,45,N,N
1389964,RFMV1DX9WI39V,5,86,94,N,N
1389968,R2VST05OX4NY8F,4,19,21,N,N
1389971,R2ZDS6JWBCWZ8E,1,13,61,N,Y
1389976,R2E6KESSRX6766,1,3,48,N,Y
1389988,R3TRO8M1F7TKGH,4,6,28,N,Y
1390019,R20N1MSXYUNQ4X,3,85,112,N,Y
1390026,R438OOON8VJWE,2,22,33,N,Y
1390036,RVMLFBR8A0X09,3,53,68,N,N
1390038,RQ29152CPFUSS,3,10,25,N,N
1390039,R3SDCDD9LCYPQD,5,95,96,N,N
1390041,R2WR110CF020EH,5,46,53,N,N
1390045,RA29X4H6K7Q68,1,30,101,N,N
1390055,RQERLM3ADPADF,4,29,30,N,Y
1390080,R3DWVBEDPWS8HS,2,32,48,N,Y
1390081,RCAJKTGU1ZJH9,5,155,179,N,N
1390098,R369LN4M0982XP,5,45,48,N,N
1390101,REBIAA59TV1WN,1,40,64,N,N
1390102,R1X575IILMURMU,2,11,27,N,N
1390103,R2MT9R4ZE6548N,5,23,31,N,N
1390112,R32WMOXZ9VMYW,1,8,83,N,N
1390116,RFDLC3XUDE6KR,3,125,152,N,N
1390125,R2C8BWNDLUKUSW,5,30,32,N,N
1390147,R2OYB1ZWYULTZQ,5,20,23,N,N
1390152,R1M11PS5GBPW2P,2,14,23,N,N
1390160,R2LT3TJ828NSR9,1,11,24,N,N
1390162,R1WHF5EIS5CKQH,1,43,57,N,Y
1390173,R3C2CHCJJZXB3F,5,59,65,N,N
1390174,R251C9XZAODW5X,5,356,381,N,Y
1390209,R3E2LRC9X2S4KN,3,173,235,N,N
1390217,R323QD61XIX2R,4,19,27,N,N
1390220,R3PB6NXVQ9W5TD,1,16,30,N,N
1390230,R2746O3UHAACKW,5,19,21,N,Y
1390234,RWEIP30TESQ69,3,19,23,N,Y
1390235,RXE1DHRCADZ7T,4,49,51,N,N
1390249,R1QG8EK43LPPPK,5,36,37,N,N
1390269,R2XT04H3LZY4OH,5,23,23,N,Y
1390282,R1A8OY3EG6T1AK,1,22,54,N,N
1390299,R3NALIH4PFPRPY,3,36,43,N,N
1390326,R238CERYH4LD49,1,26,61,N,N
1390346,R3NEEGVS4ATQEL,3,13,21,N,N
1390347,R2RO82KAA80M7Y,1,47,52,N,N
1390363,R2YV9BJ6LCRIOT,5,32,41,N,Y
1390383,R3O8QA5ZBL2WSQ,5,29,35,N,N
1390386,R1W8X8ZS6BE7Q5,1,20,45,N,N
1390397,R15M6ND8BFO3JZ,1,9,23,N,N
1390432,R3THBYXMYCU60,1,29,64,N,N
1390465,R3GHHRFH9ZZ5D,3,35,42,N,Y
1390499,RLIJV4HZEYWPK,4,30,33,N,N
1390505,R1MK3O50RJ8SI8,5,26,31,N,Y
1390506,RDTLFXAEUMTCC,5,58,58,N,N
1390524,R3IKL4H7K50MG7,1,8,25,N,N
1390533,R1YQZWOKI3AMYY,5,31,34,N,N
1390561,RC8DCT4PPGPVV,3,72,89,N,Y
1390566,RBX4KY1R65292,3,16,22,N,N
1390576,R3BJWJBESODXLS,1,17,52,N,N
1390583,R2JXRVALLB39CU,1,11,35,N,Y
1390584,R3NQ8KUHFV8IOR,1,7,21,N,Y
1390585,R10ESQZRFYVCAB,5,21,21,N,Y
1390595,R16LWBBUPBXP07,5,34,36,N,Y
1390605,R37UZ5M90HYL4B,2,1,25,N,Y
1390618,RKHQVOI9WH3EH,3,3,28,N,Y
1390625,R3A41HFY7QUUP3,2,26,34,N,N
1390628,R3KSQJDITXIIIH,2,50,74,N,N
1390641,R1IHWZ0JSCMENF,1,36,58,N,N
1390657,RDFF6Y3RRY5UE,2,1,57,N,N
1390667,R3H8YMR8481F9L,5,16,24,N,N
1390678,RPXAF114ZVR04,1,56,58,N,N
1390685,R2G7RPSVLKD4ZZ,1,29,59,N,N
1390691,R2Z6E0PCRB64KW,1,15,48,N,N
1390696,R1TLJVIB4LP2UI,3,30,32,N,N
1390699,R326SE0G4BTTIL,1,25,43,N,N
1390705,R2VQHTDS2Q9LSB,2,3,44,N,Y
1390706,RA29TEZN13Y2L,1,10,41,N,N
1390717,R15IP9W1WSEQF6,2,27,28,N,N
1390721,RFR7ISO7ZT1VM,1,12,40,N,N
1390722,R2FH6DXCFSMEUX,1,35,46,N,N
1390726,R1XWE4LFZOS61L,2,47,49,N,N
1390728,R1TM19ED6CSY8L,5,18,27,N,N
1390734,R1IG1MTJBTULQI,1,10,43,N,N
1390737,RK4M7VT9VZRQM,1,12,48,N,N
1390740,R366P0GORJ1F7G,1,6,102,N,N
1390741,R2WFFQ5SNPAKTS,5,13,20,N,N
1390748,RDZ8XLSFWMMB4,1,11,43,N,N
1390766,R62JZKDCAU9I5,2,6,27,N,N
1390771,R10UVZA6WXP5YL,1,0,22,N,Y
1390776,R23T6S53OEALOU,5,26,31,N,N
1390777,R2DPPEHCZ7C440,5,15,22,N,N
1390796,R35J0EMPR4VG0Y,1,6,97,N,N
1390800,RFIYJNSXFM4PT,1,6,102,N,N
1390805,R18NBDQ385SJTO,4,69,70,N,N
1390813,R2LU70XOC5QCW0,1,14,43,N,N
1390827,R1VOBIUNJFIO4L,1,13,46,N,N
1390835,R1U5ACJKKQ8Q52,1,19,23,N,N
1390837,R3SIFI8DMHZS0O,4,25,26,N,Y
1390847,RO6ESCFKZEQ5O,5,31,37,N,N
1390848,R1CZI169ZR8BP,3,27,33,N,Y
1390854,R2SYP5UHTAISTW,1,50,58,N,Y
1390858,R12JJU8X05J61,1,19,29,N,N
1390865,R2E03FF8819PDF,5,29,33,N,Y
1390907,R1UD8EH06WPRCJ,1,28,38,N,Y
1390913,R1T09KJU7A4PGJ,5,25,28,N,Y
1390916,R5HQBY46O01NN,5,29,32,N,N
1390931,R1LNONARC68GPX,5,19,21,N,N
1390934,R1ALH5FOKKUND7,1,12,36,N,N
1390956,REZU1YUSHNRPB,1,16,49,N,N
1390965,R2EPG062ZT61C5,1,11,41,N,N
1390971,R1KMLFUBVBRV73,5,20,23,N,N
1390976,RKIRH62GKWBIQ,2,13,20,N,Y
1390992,R2Y77HR08DU2AI,3,47,54,N,Y
1390996,R3ITG91EZASWKZ,2,22,25,N,N
1391006,R3MA6YPDG7UJV3,2,18,31,N,N
1391009,RHCYLMS5GNJ2H,1,23,31,N,N
1391012,R3P872G25J01SP,5,57,62,N,N
1391013,RPLM9AW1X4FLO,1,11,82,N,N
1391041,R4KVQQTKWDSAC,1,23,23,N,Y
1391053,R1DC4DX22VEN1V,2,23,29,N,Y
1391062,RMH1Y7P9FIE4A,4,40,41,N,N
1391065,R3PU89DLYP0IBM,4,196,203,N,N
1391105,R25JI830DW4IVB,4,29,30,N,N
1391106,R2UCISEPLXE5NI,5,18,22,N,N
1391111,R16P099BI5VCEW,5,4,46,N,N
1391122,R3CSE95HXNGGLN,4,27,28,N,N
1391131,R3H64J6ZMK9T8X,1,70,99,N,N
1391137,R25NL1NIH7WCGP,1,4,40,N,N
1391149,R2JRA6F728TV1Y,4,24,27,N,Y
1391163,R1N2CTPNF8JE13,1,3,33,N,N
1391191,RMZD3KG4B0Q1C,5,86,99,N,N
1391194,R1OF8NNPKZ0E5O,5,89,95,N,N
1391225,R38JVZLHM0M35P,3,58,63,N,N
1391228,R1XSFS3FPK496E,2,82,86,N,Y
1391300,R1UGPCIJZX7YTR,4,30,31,N,N
1391307,R315RD1DC5OA0G,2,5,22,N,N
1391320,R510QXWLATZEF,4,58,62,N,N
1391326,R7M02NOR6NV0W,5,19,20,N,N
1391327,R33VTDUFLHRPTE,1,27,42,N,Y
1391331,R3B9Y8QC941GEO,5,38,38,N,N
1391332,RRHELX62CSV81,5,43,47,N,Y
1391349,R2UGR7Y7EEGJDC,4,46,50,N,N
1391384,R2QUGJCOSGZ1W9,4,53,57,N,N
1391395,R3GH4K6LAIZISP,3,8,25,N,N
1391397,R2MSS40VMZEHOA,1,20,23,N,N
1391412,R2JKUT6XK7HZGE,1,3,39,N,N
1391416,R4X2U2762BVR3,5,94,105,N,N
1391444,R2Y7HTR5FB4OEX,5,28,40,N,N
1391460,R7D521AZIDWO7,3,178,206,N,N
1391501,R4FBUB1HV9JIY,4,16,20,N,N
1391505,R2X578X2R2AVQ9,1,22,54,N,N
1391508,R2MFYSVQLV7H2L,5,19,31,N,N
1391511,R1CUP3TORTXP8,5,23,27,N,Y
1391530,R1TXLBATGJOUZ3,4,22,24,N,N
1391535,R1A28AVND2PDRL,4,13,46,N,N
1391546,R70WDVMZ84499,3,39,41,N,N
1391549,R1B6IUAVY6W6SS,1,93,131,N,N
1391551,R28FUX2DKXLP4H,1,124,141,N,Y
1391568,R2HPCW41EPIAO4,4,19,22,N,N
1391579,R1Y3W4IHZ3E8BK,5,23,32,N,N
1391597,R3UPTRRDJFI0BH,4,82,96,N,N
1391611,R2V6BKVX0MXGTB,4,63,64,N,N
1391614,RJEOUSWBAD6RY,3,32,34,N,Y
1391634,R2VKIWKHUOJNDH,5,45,46,N,N
1391636,R38DCQBHYRWV3F,3,77,98,N,N
1391638,R31OI3UGXC6N7,5,23,29,N,Y
1391663,R3R8HTRB8XID4V,3,25,31,N,Y
1391689,R2RRQ3ODVO9OA4,4,35,36,N,Y
1391742,R318JNECD3SSH7,5,31,33,N,N
1391769,RFH7C7CJMHVN,5,27,28,N,N
1391794,R13ZQ4CTFBCOTL,2,3,40,N,N
1391809,R173XIDHND8OXT,3,13,23,N,N
1391829,R2EFB0K9F9EDMW,1,25,40,N,N
1391839,R2U65DHJHW86AG,1,4,68,N,N
1391840,R1BO2JN1HDUB2R,5,81,84,N,Y
1391906,R1IM6K34QZI4YE,5,707,771,N,Y
1391914,R2DPAFYAJP070W,5,24,35,N,Y
1391918,RW8S5FDEU0O7J,5,34,35,N,N
1391950,R1E58RKQXP0E14,5,34,40,N,N
1391952,R15XJH1ZMAO6E7,4,27,30,N,N
1391955,R1LDQB00S1M2X5,1,8,34,N,Y
1391984,R25HTISV7LBSWN,1,67,70,N,N
1392023,R36M1IYEI3HW5V,5,51,51,N,Y
1392041,R3VCDSXES546FQ,3,17,45,N,N
1392047,R3DN4AYPYPI5KG,1,4,40,N,N
1392053,RB9T49MMG87JB,1,24,32,N,N
1392064,R2473Q4ZHJPZJL,4,47,50,N,Y
1392065,RS1T1KSS2RTSC,4,28,32,N,N
1392092,R3CCHVZQ5OJ32E,1,10,44,N,Y
1392140,R2W89LP38EAJMD,2,17,41,N,N
1392178,R1JT5X1D2L7ITN,5,21,22,N,Y
1392183,R1S5Y5Z3388RJJ,3,19,20,N,N
